model_name,scats_number,datetime,actual_flow,predicted_flow
XGBoost,2827,2006-10-28 14:00:00,704,654.69
XGBoost,2827,2006-10-28 14:15:00,686,692.29
XGBoost,2827,2006-10-28 14:30:00,714,702.94
XGBoost,2827,2006-10-28 14:45:00,678,699.48
XGBoost,2827,2006-10-28 15:00:00,686,688.59
XGBoost,2827,2006-10-28 15:15:00,712,693.56
XGBoost,2827,2006-10-28 15:30:00,694,715.05
XGBoost,2827,2006-10-28 15:45:00,732,698.54
XGBoost,2827,2006-10-28 16:00:00,716,725.69
XGBoost,2827,2006-10-28 16:15:00,701,734.77
XGBoost,2827,2006-10-28 16:30:00,660,712.04
XGBoost,2827,2006-10-28 16:45:00,706,688.09
XGBoost,2827,2006-10-28 17:00:00,765,705.93
XGBoost,2827,2006-10-28 17:15:00,801,742.18
XGBoost,2827,2006-10-28 17:30:00,744,804.44
XGBoost,2827,2006-10-28 17:45:00,750,761.52
XGBoost,2827,2006-10-28 18:00:00,775,729.08
XGBoost,2827,2006-10-28 18:15:00,706,741.74
XGBoost,2827,2006-10-28 18:30:00,692,710.51
XGBoost,2827,2006-10-28 18:45:00,623,678.11
XGBoost,2827,2006-10-28 19:00:00,546,592.6
XGBoost,2827,2006-10-28 19:15:00,498,542.05
XGBoost,2827,2006-10-28 19:30:00,444,482.22
XGBoost,2827,2006-10-28 19:45:00,322,417.42
XGBoost,2827,2006-10-28 20:00:00,382,368.99
XGBoost,2827,2006-10-28 20:15:00,317,338.85
XGBoost,2827,2006-10-28 20:30:00,317,324.33
XGBoost,2827,2006-10-28 20:45:00,266,307.61
XGBoost,2827,2006-10-28 21:00:00,331,288.64
XGBoost,2827,2006-10-28 21:15:00,283,312.15
XGBoost,2827,2006-10-28 21:30:00,319,296.51
XGBoost,2827,2006-10-28 21:45:00,327,298.63
XGBoost,2827,2006-10-28 22:00:00,360,324.52
XGBoost,2827,2006-10-28 22:15:00,345,344.01
XGBoost,2827,2006-10-28 22:30:00,331,348.53
XGBoost,2827,2006-10-28 22:45:00,320,335.68
XGBoost,2827,2006-10-28 23:00:00,347,321.98
XGBoost,2827,2006-10-28 23:15:00,327,325.77
XGBoost,2827,2006-10-28 23:30:00,332,310.05
XGBoost,2827,2006-10-28 23:45:00,305,302.23
XGBoost,2827,2006-10-29 00:00:00,315,288.84
XGBoost,2827,2006-10-29 00:15:00,285,283.93
XGBoost,2827,2006-10-29 00:30:00,237,261.59
XGBoost,2827,2006-10-29 00:45:00,227,212.58
XGBoost,2827,2006-10-29 01:00:00,215,194.5
XGBoost,2827,2006-10-29 01:15:00,180,184.57
XGBoost,2827,2006-10-29 01:30:00,167,166.31
XGBoost,2827,2006-10-29 01:45:00,64,150.94
XGBoost,2827,2006-10-29 02:00:00,54,86.87
XGBoost,2827,2006-10-29 02:15:00,49,60.86
XGBoost,2827,2006-10-29 02:30:00,49,57.41
XGBoost,2827,2006-10-29 02:45:00,134,48.53
XGBoost,2827,2006-10-29 03:00:00,124,98.88
XGBoost,2827,2006-10-29 03:15:00,121,109.07
XGBoost,2827,2006-10-29 03:30:00,90,107.04
XGBoost,2827,2006-10-29 03:45:00,82,111.06
XGBoost,2827,2006-10-29 04:00:00,98,91.6
XGBoost,2827,2006-10-29 04:15:00,105,104.65
XGBoost,2827,2006-10-29 04:30:00,87,111.86
XGBoost,2827,2006-10-29 04:45:00,66,85.38
XGBoost,2827,2006-10-29 05:00:00,75,75.68
XGBoost,2827,2006-10-29 05:15:00,84,78.85
XGBoost,2827,2006-10-29 05:30:00,73,88.19
XGBoost,2827,2006-10-29 05:45:00,89,81.39
XGBoost,2827,2006-10-29 06:00:00,76,90.18
XGBoost,2827,2006-10-29 06:15:00,90,85.74
XGBoost,2827,2006-10-29 06:30:00,114,96.91
XGBoost,2827,2006-10-29 06:45:00,106,129.97
XGBoost,2827,2006-10-29 07:00:00,135,117.72
XGBoost,2827,2006-10-29 07:15:00,141,147.04
XGBoost,2827,2006-10-29 07:30:00,143,161.69
XGBoost,2827,2006-10-29 07:45:00,147,162.45
XGBoost,2827,2006-10-29 08:00:00,174,175.14
XGBoost,2827,2006-10-29 08:15:00,236,204.26
XGBoost,2827,2006-10-29 08:30:00,202,260.02
XGBoost,2827,2006-10-29 08:45:00,275,257.83
XGBoost,2827,2006-10-29 09:00:00,295,310.31
XGBoost,2827,2006-10-29 09:15:00,325,337.58
XGBoost,2827,2006-10-29 09:30:00,360,371.24
XGBoost,2827,2006-10-29 09:45:00,457,384.86
XGBoost,2827,2006-10-29 10:00:00,439,457.17
XGBoost,2827,2006-10-29 10:15:00,471,477.19
XGBoost,2827,2006-10-29 10:30:00,506,486.2
XGBoost,2827,2006-10-29 10:45:00,497,522.12
XGBoost,2827,2006-10-29 11:00:00,529,517.58
XGBoost,2827,2006-10-29 11:15:00,509,546.67
XGBoost,2827,2006-10-29 11:30:00,565,547.89
XGBoost,2827,2006-10-29 11:45:00,627,559.38
XGBoost,2827,2006-10-29 12:00:00,639,625.52
XGBoost,2827,2006-10-29 12:15:00,641,633.62
XGBoost,2827,2006-10-29 12:30:00,680,641.36
XGBoost,2827,2006-10-29 12:45:00,687,670.53
XGBoost,2827,2006-10-29 13:00:00,665,669.42
XGBoost,2827,2006-10-29 13:15:00,627,655.49
XGBoost,2827,2006-10-29 13:30:00,630,639.89
XGBoost,2827,2006-10-29 13:45:00,612,628.04
XGBoost,2827,2006-10-29 14:00:00,639,613.9
XGBoost,2827,2006-10-29 14:15:00,594,621.6
XGBoost,2827,2006-10-29 14:30:00,590,604.61
XGBoost,2827,2006-10-29 14:45:00,641,597.62
XGBoost,2827,2006-10-29 15:00:00,690,627.36
XGBoost,2827,2006-10-29 15:15:00,702,672.43
XGBoost,2827,2006-10-29 15:30:00,682,683.52
XGBoost,2827,2006-10-29 15:45:00,648,681.82
XGBoost,2827,2006-10-29 16:00:00,678,664.55
XGBoost,2827,2006-10-29 16:15:00,726,669.95
XGBoost,2827,2006-10-29 16:30:00,715,681.77
XGBoost,2827,2006-10-29 16:45:00,730,693.87
XGBoost,2827,2006-10-29 17:00:00,727,709.27
XGBoost,2827,2006-10-29 17:15:00,794,724.38
XGBoost,2827,2006-10-29 17:30:00,742,740.93
XGBoost,2827,2006-10-29 17:45:00,677,730.63
XGBoost,2827,2006-10-29 18:00:00,692,657.45
XGBoost,2827,2006-10-29 18:15:00,651,652.66
XGBoost,2827,2006-10-29 18:30:00,602,618.61
XGBoost,2827,2006-10-29 18:45:00,512,569.0
XGBoost,2827,2006-10-29 19:00:00,463,475.5
XGBoost,2827,2006-10-29 19:15:00,421,416.21
XGBoost,2827,2006-10-29 19:30:00,413,378.12
XGBoost,2827,2006-10-29 19:45:00,331,345.18
XGBoost,2827,2006-10-29 20:00:00,364,333.26
XGBoost,2827,2006-10-29 20:15:00,381,322.01
XGBoost,2827,2006-10-29 20:30:00,398,335.53
XGBoost,2827,2006-10-29 20:45:00,336,329.98
XGBoost,2827,2006-10-29 21:00:00,335,336.35
XGBoost,2827,2006-10-29 21:15:00,314,299.98
XGBoost,2827,2006-10-29 21:30:00,333,301.19
XGBoost,2827,2006-10-29 21:45:00,307,305.15
XGBoost,2827,2006-10-29 22:00:00,300,295.89
XGBoost,2827,2006-10-29 22:15:00,307,279.96
XGBoost,2827,2006-10-29 22:30:00,261,281.92
XGBoost,2827,2006-10-29 22:45:00,206,255.65
XGBoost,2827,2006-10-29 23:00:00,230,199.86
XGBoost,2827,2006-10-29 23:15:00,175,202.52
XGBoost,2827,2006-10-29 23:30:00,155,170.97
XGBoost,2827,2006-10-29 23:45:00,131,139.7
XGBoost,2827,2006-10-30 00:00:00,135,121.34
XGBoost,2827,2006-10-30 00:15:00,104,122.62
XGBoost,2827,2006-10-30 00:30:00,76,99.69
XGBoost,2827,2006-10-30 00:45:00,69,67.55
XGBoost,2827,2006-10-30 01:00:00,47,57.69
XGBoost,2827,2006-10-30 01:15:00,56,44.94
XGBoost,2827,2006-10-30 01:30:00,43,42.86
XGBoost,2827,2006-10-30 01:45:00,33,36.64
XGBoost,2827,2006-10-30 02:00:00,35,32.62
XGBoost,2827,2006-10-30 02:15:00,29,32.01
XGBoost,2827,2006-10-30 02:30:00,28,27.85
XGBoost,2827,2006-10-30 02:45:00,21,28.43
XGBoost,2827,2006-10-30 03:00:00,26,24.19
XGBoost,2827,2006-10-30 03:15:00,26,25.43
XGBoost,2827,2006-10-30 03:30:00,23,25.78
XGBoost,2827,2006-10-30 03:45:00,29,24.68
XGBoost,2827,2006-10-30 04:00:00,31,37.08
XGBoost,2827,2006-10-30 04:15:00,30,40.99
XGBoost,2827,2006-10-30 04:30:00,48,38.12
XGBoost,2827,2006-10-30 04:45:00,91,54.42
XGBoost,2827,2006-10-30 05:00:00,60,113.95
XGBoost,2827,2006-10-30 05:15:00,89,109.89
XGBoost,2827,2006-10-30 05:30:00,128,117.62
XGBoost,2827,2006-10-30 05:45:00,182,172.97
XGBoost,2827,2006-10-30 06:00:00,255,234.24
XGBoost,2827,2006-10-30 06:15:00,407,349.38
XGBoost,2827,2006-10-30 06:30:00,561,514.71
XGBoost,2827,2006-10-30 06:45:00,538,610.2
XGBoost,2827,2006-10-30 07:00:00,646,696.77
XGBoost,2827,2006-10-30 07:15:00,747,743.31
XGBoost,2827,2006-10-30 07:30:00,788,821.48
XGBoost,2827,2006-10-30 07:45:00,881,820.09
XGBoost,2827,2006-10-30 08:00:00,924,873.06
XGBoost,2827,2006-10-30 08:15:00,867,891.77
XGBoost,2827,2006-10-30 08:30:00,910,858.14
XGBoost,2827,2006-10-30 08:45:00,837,864.1
XGBoost,2827,2006-10-30 09:00:00,701,711.92
XGBoost,2827,2006-10-30 09:15:00,630,663.22
XGBoost,2827,2006-10-30 09:30:00,640,589.65
XGBoost,2827,2006-10-30 09:45:00,588,578.58
XGBoost,2827,2006-10-30 10:00:00,542,579.8
XGBoost,2827,2006-10-30 10:15:00,573,531.48
XGBoost,2827,2006-10-30 10:30:00,597,554.29
XGBoost,2827,2006-10-30 10:45:00,543,557.22
XGBoost,2827,2006-10-30 11:00:00,545,556.32
XGBoost,2827,2006-10-30 11:15:00,533,542.31
XGBoost,2827,2006-10-30 11:30:00,574,558.71
XGBoost,2827,2006-10-30 11:45:00,598,588.47
XGBoost,2827,2006-10-30 12:00:00,600,589.3
XGBoost,2827,2006-10-30 12:15:00,545,602.52
XGBoost,2827,2006-10-30 12:30:00,605,588.31
XGBoost,2827,2006-10-30 12:45:00,566,610.13
XGBoost,2827,2006-10-30 13:00:00,589,593.15
XGBoost,2827,2006-10-30 13:15:00,594,587.82
XGBoost,2827,2006-10-30 13:30:00,649,598.78
XGBoost,2827,2006-10-30 13:45:00,641,614.8
XGBoost,2827,2006-10-30 14:00:00,619,650.62
XGBoost,2827,2006-10-30 14:15:00,620,636.38
XGBoost,2827,2006-10-30 14:30:00,679,634.4
XGBoost,2827,2006-10-30 14:45:00,741,669.09
XGBoost,2827,2006-10-30 15:00:00,754,752.91
XGBoost,2827,2006-10-30 15:15:00,856,773.33
XGBoost,2827,2006-10-30 15:30:00,925,828.17
XGBoost,2827,2006-10-30 15:45:00,966,903.31
XGBoost,2827,2006-10-30 16:00:00,1039,934.87
XGBoost,2827,2006-10-30 16:15:00,1027,1018.95
XGBoost,2827,2006-10-30 16:30:00,1074,1034.05
XGBoost,2827,2006-10-30 16:45:00,1108,1086.96
XGBoost,2827,2006-10-30 17:00:00,1148,1176.68
XGBoost,2827,2006-10-30 17:15:00,1247,1201.26
XGBoost,2827,2006-10-30 17:30:00,1228,1244.7
XGBoost,2827,2006-10-30 17:45:00,1142,1248.34
XGBoost,2827,2006-10-30 18:00:00,1206,1084.9
XGBoost,2827,2006-10-30 18:15:00,1115,1064.46
XGBoost,2827,2006-10-30 18:30:00,1022,1005.25
XGBoost,2827,2006-10-30 18:45:00,887,867.98
XGBoost,2827,2006-10-30 19:00:00,720,785.32
XGBoost,2827,2006-10-30 19:15:00,629,647.75
XGBoost,2827,2006-10-30 19:30:00,623,577.95
XGBoost,2827,2006-10-30 19:45:00,471,535.44
XGBoost,2827,2006-10-30 20:00:00,433,442.85
XGBoost,2827,2006-10-30 20:15:00,401,411.4
XGBoost,2827,2006-10-30 20:30:00,377,401.42
XGBoost,2827,2006-10-30 20:45:00,407,360.65
XGBoost,2827,2006-10-30 21:00:00,368,387.62
XGBoost,2827,2006-10-30 21:15:00,373,359.25
XGBoost,2827,2006-10-30 21:30:00,318,359.99
XGBoost,2827,2006-10-30 21:45:00,295,323.34
XGBoost,2827,2006-10-30 22:00:00,305,293.96
XGBoost,2827,2006-10-30 22:15:00,270,296.24
XGBoost,2827,2006-10-30 22:30:00,231,262.7
XGBoost,2827,2006-10-30 22:45:00,214,220.7
XGBoost,2827,2006-10-30 23:00:00,164,205.53
XGBoost,2827,2006-10-30 23:15:00,163,157.78
XGBoost,2827,2006-10-30 23:30:00,153,143.54
XGBoost,2827,2006-10-30 23:45:00,118,129.15
XGBoost,2827,2006-10-31 00:00:00,88,116.49
XGBoost,2827,2006-10-31 00:15:00,85,82.8
XGBoost,2827,2006-10-31 00:30:00,70,69.7
XGBoost,2827,2006-10-31 00:45:00,54,58.38
XGBoost,2827,2006-10-31 01:00:00,61,46.38
XGBoost,2827,2006-10-31 01:15:00,34,47.44
XGBoost,2827,2006-10-31 01:30:00,41,35.07
XGBoost,2827,2006-10-31 01:45:00,26,32.1
XGBoost,2827,2006-10-31 02:00:00,31,29.7
XGBoost,2827,2006-10-31 02:15:00,27,26.24
XGBoost,2827,2006-10-31 02:30:00,27,26.43
XGBoost,2827,2006-10-31 02:45:00,29,23.17
XGBoost,2827,2006-10-31 03:00:00,32,26.76
XGBoost,2827,2006-10-31 03:15:00,31,29.25
XGBoost,2827,2006-10-31 03:30:00,22,27.73
XGBoost,2827,2006-10-31 03:45:00,39,24.92
XGBoost,2827,2006-10-31 04:00:00,30,39.82
XGBoost,2827,2006-10-31 04:15:00,31,35.23
XGBoost,2827,2006-10-31 04:30:00,47,39.05
XGBoost,2827,2006-10-31 04:45:00,82,55.83
XGBoost,2827,2006-10-31 05:00:00,70,97.61
XGBoost,2827,2006-10-31 05:15:00,102,114.86
XGBoost,2827,2006-10-31 05:30:00,118,141.0
XGBoost,2827,2006-10-31 05:45:00,165,177.78
XGBoost,2827,2006-10-31 06:00:00,283,242.08
XGBoost,2827,2006-10-31 06:15:00,391,376.54
XGBoost,2827,2006-10-31 06:30:00,548,555.46
XGBoost,2827,2006-10-31 06:45:00,575,596.46
XGBoost,2827,2006-10-31 07:00:00,639,679.91
XGBoost,2827,2006-10-31 07:15:00,807,744.74
XGBoost,2827,2006-10-31 07:30:00,823,835.48
XGBoost,2827,2006-10-31 07:45:00,880,878.76
XGBoost,2827,2006-10-31 08:00:00,847,909.69
XGBoost,2827,2006-10-31 08:15:00,884,852.69
XGBoost,2827,2006-10-31 08:30:00,859,893.46
XGBoost,2827,2006-10-31 08:45:00,843,831.27
XGBoost,2827,2006-10-31 09:00:00,783,742.95
XGBoost,2827,2006-10-31 09:15:00,731,716.5
XGBoost,2827,2006-10-31 09:30:00,668,680.57
XGBoost,2827,2006-10-31 09:45:00,588,620.97
XGBoost,2827,2006-10-31 10:00:00,568,583.72
XGBoost,2827,2006-10-31 10:15:00,592,593.2
XGBoost,2827,2006-10-31 10:30:00,548,587.4
XGBoost,2827,2006-10-31 10:45:00,531,553.91
XGBoost,2827,2006-10-31 11:00:00,521,552.86
XGBoost,2827,2006-10-31 11:15:00,536,542.47
XGBoost,2827,2006-10-31 11:30:00,602,551.71
XGBoost,2827,2006-10-31 11:45:00,569,587.27
XGBoost,2827,2006-10-31 12:00:00,608,590.41
XGBoost,2827,2006-10-31 12:15:00,622,578.33
XGBoost,2827,2006-10-31 12:30:00,619,606.73
XGBoost,2827,2006-10-31 12:45:00,619,596.67
XGBoost,2827,2006-10-31 13:00:00,605,604.41
XGBoost,2827,2006-10-31 13:15:00,572,601.15
XGBoost,2827,2006-10-31 13:30:00,581,615.08
XGBoost,2827,2006-10-31 13:45:00,634,606.47
XGBoost,2827,2006-10-31 14:00:00,581,624.46
XGBoost,2827,2006-10-31 14:15:00,676,621.57
XGBoost,2827,2006-10-31 14:30:00,656,673.54
XGBoost,2827,2006-10-31 14:45:00,697,699.64
XGBoost,2827,2006-10-31 15:00:00,775,739.59
XGBoost,2827,2006-10-31 15:15:00,921,817.88
XGBoost,2827,2006-10-31 15:30:00,987,904.85
XGBoost,2827,2006-10-31 15:45:00,1066,988.92
XGBoost,2827,2006-10-31 16:00:00,1054,1029.16
XGBoost,2827,2006-10-31 16:15:00,1032,1058.83
XGBoost,2827,2006-10-31 16:30:00,1109,1071.46
XGBoost,2827,2006-10-31 16:45:00,1101,1169.23
XGBoost,2827,2006-10-31 17:00:00,1164,1190.12
XGBoost,2827,2006-10-31 17:15:00,1168,1227.71
XGBoost,2827,2006-10-31 17:30:00,1183,1238.83
XGBoost,2827,2006-10-31 17:45:00,1104,1207.05
XGBoost,2827,2006-10-31 18:00:00,1204,1147.13
XGBoost,2827,2006-10-31 18:15:00,1116,1147.13
XGBoost,2827,2006-10-31 18:30:00,953,1063.58
XGBoost,2827,2006-10-31 18:45:00,903,887.82
XGBoost,2827,2006-10-31 19:00:00,778,803.34
XGBoost,2827,2006-10-31 19:15:00,730,701.79
XGBoost,2827,2006-10-31 19:30:00,601,642.77
XGBoost,2827,2006-10-31 19:45:00,577,542.16
XGBoost,2827,2006-10-31 20:00:00,481,514.38
XGBoost,2827,2006-10-31 20:15:00,483,452.58
XGBoost,2827,2006-10-31 20:30:00,411,434.59
XGBoost,2827,2006-10-31 20:45:00,373,407.44
XGBoost,2827,2006-10-31 21:00:00,379,398.15
XGBoost,2827,2006-10-31 21:15:00,418,393.37
XGBoost,2827,2006-10-31 21:30:00,387,383.41
XGBoost,2827,2006-10-31 21:45:00,394,370.11
XGBoost,2827,2006-10-31 22:00:00,333,359.38
XGBoost,2827,2006-10-31 22:15:00,333,315.1
XGBoost,2827,2006-10-31 22:30:00,325,291.72
XGBoost,2827,2006-10-31 22:45:00,297,288.84
XGBoost,2827,2006-10-31 23:00:00,217,262.89
XGBoost,2827,2006-10-31 23:15:00,190,206.11
XGBoost,2827,2006-10-31 23:30:00,163,167.4
XGBoost,2827,2006-10-31 23:45:00,141,138.99
XGBoost,2846,2006-10-27 12:00:00,394,419.02
XGBoost,2846,2006-10-27 12:15:00,377,404.66
XGBoost,2846,2006-10-27 12:30:00,394,387.9
XGBoost,2846,2006-10-27 12:45:00,360,383.05
XGBoost,2846,2006-10-27 13:00:00,338,374.13
XGBoost,2846,2006-10-27 13:15:00,383,361.34
XGBoost,2846,2006-10-27 13:30:00,392,370.25
XGBoost,2846,2006-10-27 13:45:00,398,390.09
XGBoost,2846,2006-10-27 14:00:00,348,384.2
XGBoost,2846,2006-10-27 14:15:00,434,376.28
XGBoost,2846,2006-10-27 14:30:00,387,409.29
XGBoost,2846,2006-10-27 14:45:00,442,408.61
XGBoost,2846,2006-10-27 15:00:00,458,460.94
XGBoost,2846,2006-10-27 15:15:00,553,485.47
XGBoost,2846,2006-10-27 15:30:00,506,555.62
XGBoost,2846,2006-10-27 15:45:00,526,522.1
XGBoost,2846,2006-10-27 16:00:00,589,549.07
XGBoost,2846,2006-10-27 16:15:00,596,585.92
XGBoost,2846,2006-10-27 16:30:00,626,584.46
XGBoost,2846,2006-10-27 16:45:00,587,605.81
XGBoost,2846,2006-10-27 17:00:00,632,627.15
XGBoost,2846,2006-10-27 17:15:00,663,645.33
XGBoost,2846,2006-10-27 17:30:00,706,694.48
XGBoost,2846,2006-10-27 17:45:00,734,691.21
XGBoost,2846,2006-10-27 18:00:00,639,684.27
XGBoost,2846,2006-10-27 18:15:00,643,627.27
XGBoost,2846,2006-10-27 18:30:00,539,628.65
XGBoost,2846,2006-10-27 18:45:00,500,532.85
XGBoost,2846,2006-10-27 19:00:00,443,444.12
XGBoost,2846,2006-10-27 19:15:00,437,426.07
XGBoost,2846,2006-10-27 19:30:00,349,384.77
XGBoost,2846,2006-10-27 19:45:00,304,320.16
XGBoost,2846,2006-10-27 20:00:00,287,302.48
XGBoost,2846,2006-10-27 20:15:00,252,274.21
XGBoost,2846,2006-10-27 20:30:00,259,242.16
XGBoost,2846,2006-10-27 20:45:00,207,246.43
XGBoost,2846,2006-10-27 21:00:00,186,219.71
XGBoost,2846,2006-10-27 21:15:00,195,213.62
XGBoost,2846,2006-10-27 21:30:00,203,214.49
XGBoost,2846,2006-10-27 21:45:00,169,205.88
XGBoost,2846,2006-10-27 22:00:00,185,183.03
XGBoost,2846,2006-10-27 22:15:00,178,177.77
XGBoost,2846,2006-10-27 22:30:00,182,172.66
XGBoost,2846,2006-10-27 22:45:00,174,171.98
XGBoost,2846,2006-10-27 23:00:00,185,158.99
XGBoost,2846,2006-10-27 23:15:00,174,165.56
XGBoost,2846,2006-10-27 23:30:00,145,156.84
XGBoost,2846,2006-10-27 23:45:00,143,133.38
XGBoost,2846,2006-10-28 00:00:00,137,124.94
XGBoost,2846,2006-10-28 00:15:00,126,119.0
XGBoost,2846,2006-10-28 00:30:00,105,110.82
XGBoost,2846,2006-10-28 00:45:00,88,93.48
XGBoost,2846,2006-10-28 01:00:00,68,80.61
XGBoost,2846,2006-10-28 01:15:00,60,64.27
XGBoost,2846,2006-10-28 01:30:00,59,52.74
XGBoost,2846,2006-10-28 01:45:00,48,50.37
XGBoost,2846,2006-10-28 02:00:00,50,46.17
XGBoost,2846,2006-10-28 02:15:00,50,41.78
XGBoost,2846,2006-10-28 02:30:00,47,42.54
XGBoost,2846,2006-10-28 02:45:00,35,40.65
XGBoost,2846,2006-10-28 03:00:00,43,32.21
XGBoost,2846,2006-10-28 03:15:00,31,33.87
XGBoost,2846,2006-10-28 03:30:00,21,31.59
XGBoost,2846,2006-10-28 03:45:00,25,22.41
XGBoost,2846,2006-10-28 04:00:00,21,22.79
XGBoost,2846,2006-10-28 04:15:00,31,24.66
XGBoost,2846,2006-10-28 04:30:00,23,29.71
XGBoost,2846,2006-10-28 04:45:00,22,26.36
XGBoost,2846,2006-10-28 05:00:00,35,29.17
XGBoost,2846,2006-10-28 05:15:00,28,41.5
XGBoost,2846,2006-10-28 05:30:00,53,41.63
XGBoost,2846,2006-10-28 05:45:00,65,69.52
XGBoost,2846,2006-10-28 06:00:00,50,80.99
XGBoost,2846,2006-10-28 06:15:00,86,75.04
XGBoost,2846,2006-10-28 06:30:00,121,111.56
XGBoost,2846,2006-10-28 06:45:00,124,153.77
XGBoost,2846,2006-10-28 07:00:00,109,140.25
XGBoost,2846,2006-10-28 07:15:00,134,138.88
XGBoost,2846,2006-10-28 07:30:00,146,176.75
XGBoost,2846,2006-10-28 07:45:00,206,182.42
XGBoost,2846,2006-10-28 08:00:00,226,238.87
XGBoost,2846,2006-10-28 08:15:00,258,265.42
XGBoost,2846,2006-10-28 08:30:00,321,297.52
XGBoost,2846,2006-10-28 08:45:00,362,358.83
XGBoost,2846,2006-10-28 09:00:00,328,373.35
XGBoost,2846,2006-10-28 09:15:00,382,361.1
XGBoost,2846,2006-10-28 09:30:00,337,388.55
XGBoost,2846,2006-10-28 09:45:00,436,376.74
XGBoost,2846,2006-10-28 10:00:00,366,399.4
XGBoost,2846,2006-10-28 10:15:00,405,403.81
XGBoost,2846,2006-10-28 10:30:00,439,394.97
XGBoost,2846,2006-10-28 10:45:00,449,437.11
XGBoost,2846,2006-10-28 11:00:00,427,441.68
XGBoost,2846,2006-10-28 11:15:00,422,433.07
XGBoost,2846,2006-10-28 11:30:00,451,435.98
XGBoost,2846,2006-10-28 11:45:00,465,458.14
XGBoost,2846,2006-10-28 12:00:00,439,452.14
XGBoost,2846,2006-10-28 12:15:00,451,446.15
XGBoost,2846,2006-10-28 12:30:00,391,447.33
XGBoost,2846,2006-10-28 12:45:00,447,411.72
XGBoost,2846,2006-10-28 13:00:00,420,421.46
XGBoost,2846,2006-10-28 13:15:00,407,419.67
XGBoost,2846,2006-10-28 13:30:00,397,402.59
XGBoost,2846,2006-10-28 13:45:00,410,396.29
XGBoost,2846,2006-10-28 14:00:00,375,384.44
XGBoost,2846,2006-10-28 14:15:00,387,390.83
XGBoost,2846,2006-10-28 14:30:00,426,379.72
XGBoost,2846,2006-10-28 14:45:00,404,408.64
XGBoost,2846,2006-10-28 15:00:00,369,417.53
XGBoost,2846,2006-10-28 15:15:00,408,391.64
XGBoost,2846,2006-10-28 15:30:00,384,404.04
XGBoost,2846,2006-10-28 15:45:00,397,398.54
XGBoost,2846,2006-10-28 16:00:00,407,393.71
XGBoost,2846,2006-10-28 16:15:00,364,407.02
XGBoost,2846,2006-10-28 16:30:00,379,396.64
XGBoost,2846,2006-10-28 16:45:00,431,382.51
XGBoost,2846,2006-10-28 17:00:00,415,441.32
XGBoost,2846,2006-10-28 17:15:00,449,439.51
XGBoost,2846,2006-10-28 17:30:00,395,479.92
XGBoost,2846,2006-10-28 17:45:00,399,428.42
XGBoost,2846,2006-10-28 18:00:00,393,395.75
XGBoost,2846,2006-10-28 18:15:00,413,397.02
XGBoost,2846,2006-10-28 18:30:00,380,389.8
XGBoost,2846,2006-10-28 18:45:00,387,367.93
XGBoost,2846,2006-10-28 19:00:00,380,352.83
XGBoost,2846,2006-10-28 19:15:00,352,346.9
XGBoost,2846,2006-10-28 19:30:00,298,319.8
XGBoost,2846,2006-10-28 19:45:00,302,278.62
XGBoost,2846,2006-10-28 20:00:00,224,280.08
XGBoost,2846,2006-10-28 20:15:00,197,230.82
XGBoost,2846,2006-10-28 20:30:00,194,207.15
XGBoost,2846,2006-10-28 20:45:00,185,187.99
XGBoost,2846,2006-10-28 21:00:00,191,182.54
XGBoost,2846,2006-10-28 21:15:00,156,184.31
XGBoost,2846,2006-10-28 21:30:00,152,163.98
XGBoost,2846,2006-10-28 21:45:00,178,152.96
XGBoost,2846,2006-10-28 22:00:00,171,173.08
XGBoost,2846,2006-10-28 22:15:00,157,177.32
XGBoost,2846,2006-10-28 22:30:00,167,168.25
XGBoost,2846,2006-10-28 22:45:00,157,167.62
XGBoost,2846,2006-10-28 23:00:00,171,165.07
XGBoost,2846,2006-10-28 23:15:00,162,172.18
XGBoost,2846,2006-10-28 23:30:00,191,157.61
XGBoost,2846,2006-10-28 23:45:00,184,174.8
XGBoost,2846,2006-10-29 00:00:00,169,164.66
XGBoost,2846,2006-10-29 00:15:00,153,151.23
XGBoost,2846,2006-10-29 00:30:00,129,135.85
XGBoost,2846,2006-10-29 00:45:00,100,117.27
XGBoost,2846,2006-10-29 01:00:00,103,93.59
XGBoost,2846,2006-10-29 01:15:00,81,88.17
XGBoost,2846,2006-10-29 01:30:00,78,75.13
XGBoost,2846,2006-10-29 01:45:00,0,69.06
XGBoost,2846,2006-10-29 02:00:00,0,41.09
XGBoost,2846,2006-10-29 02:15:00,0,21.87
XGBoost,2846,2006-10-29 02:30:00,0,19.81
XGBoost,2846,2006-10-29 02:45:00,59,14.42
XGBoost,2846,2006-10-29 03:00:00,76,39.94
XGBoost,2846,2006-10-29 03:15:00,63,58.72
XGBoost,2846,2006-10-29 03:30:00,55,55.89
XGBoost,2846,2006-10-29 03:45:00,48,58.89
XGBoost,2846,2006-10-29 04:00:00,42,48.4
XGBoost,2846,2006-10-29 04:15:00,57,44.17
XGBoost,2846,2006-10-29 04:30:00,26,50.61
XGBoost,2846,2006-10-29 04:45:00,37,32.63
XGBoost,2846,2006-10-29 05:00:00,40,39.87
XGBoost,2846,2006-10-29 05:15:00,51,41.88
XGBoost,2846,2006-10-29 05:30:00,43,52.13
XGBoost,2846,2006-10-29 05:45:00,42,52.53
XGBoost,2846,2006-10-29 06:00:00,47,51.06
