model_name,scats_number,hour_datetime,actual_flow_hourly,predicted_flow_hourly
XGBoost,3120,2006-10-30 03:00:00,420,444.77
XGBoost,3120,2006-10-30 04:00:00,480,497.12
XGBoost,3120,2006-10-30 05:00:00,714,682.48
XGBoost,3120,2006-10-30 06:00:00,1789,1527.3201
XGBoost,3120,2006-10-30 07:00:00,3137,3091.97
XGBoost,3120,2006-10-30 08:00:00,3477,3448.6602
XGBoost,3120,2006-10-30 09:00:00,2754,2739.26
XGBoost,3120,2006-10-30 10:00:00,2427,2381.62
XGBoost,3120,2006-10-30 11:00:00,2363,2402.9102
XGBoost,3120,2006-10-30 12:00:00,2544,2556.67
XGBoost,3120,2006-10-30 13:00:00,2539,2511.87
XGBoost,3120,2006-10-30 14:00:00,2509,2615.6099
XGBoost,3120,2006-10-30 15:00:00,2707,2868.99
XGBoost,3120,2006-10-30 16:00:00,2910,2955.1
XGBoost,3120,2006-10-30 17:00:00,3083,3130.48
XGBoost,3120,2006-10-30 18:00:00,2758,2828.25
XGBoost,3120,2006-10-30 19:00:00,2021,1981.2
XGBoost,3120,2006-10-30 20:00:00,1628,1603.55
XGBoost,3120,2006-10-30 21:00:00,1500,1509.41
XGBoost,3120,2006-10-30 22:00:00,1113,1226.6799
XGBoost,3120,2006-10-30 23:00:00,851,851.11
XGBoost,3120,2006-10-31 00:00:00,634,599.82
XGBoost,3120,2006-10-31 01:00:00,473,461.5
XGBoost,3120,2006-10-31 02:00:00,453,436.6
XGBoost,3120,2006-10-31 03:00:00,443,432.28998
XGBoost,3120,2006-10-31 04:00:00,473,453.0
XGBoost,3120,2006-10-31 05:00:00,719,704.47003
XGBoost,3120,2006-10-31 06:00:00,1949,1836.59
XGBoost,3120,2006-10-31 07:00:00,3249,3231.65
XGBoost,3120,2006-10-31 08:00:00,3466,3522.07
XGBoost,3120,2006-10-31 09:00:00,2965,2828.85
XGBoost,3120,2006-10-31 10:00:00,2519,2560.27
XGBoost,3120,2006-10-31 11:00:00,2573,2487.8
XGBoost,3120,2006-10-31 12:00:00,2553,2553.83
XGBoost,3120,2006-10-31 13:00:00,2565,2571.1099
XGBoost,3120,2006-10-31 14:00:00,2664,2656.03
XGBoost,3120,2006-10-31 15:00:00,2801,2845.31
XGBoost,3120,2006-10-31 16:00:00,2780,2955.8901
XGBoost,3120,2006-10-31 17:00:00,3011,3064.31
XGBoost,3120,2006-10-31 18:00:00,2848,2866.2
XGBoost,3120,2006-10-31 19:00:00,2314,2250.65
XGBoost,3120,2006-10-31 20:00:00,1786,1742.21
XGBoost,3120,2006-10-31 21:00:00,1653,1624.47
XGBoost,3120,2006-10-31 22:00:00,1401,1376.64
XGBoost,3120,2006-10-31 23:00:00,955,975.72
XGBoost,3122,2006-10-27 12:00:00,2483,2334.86
XGBoost,3122,2006-10-27 13:00:00,2378,2391.14
XGBoost,3122,2006-10-27 14:00:00,2440,2418.85
XGBoost,3122,2006-10-27 15:00:00,2757,2820.48
XGBoost,3122,2006-10-27 16:00:00,2950,3038.68
XGBoost,3122,2006-10-27 17:00:00,3210,3108.98
XGBoost,3122,2006-10-27 18:00:00,2836,2925.74
XGBoost,3122,2006-10-27 19:00:00,1938,1996.5801
XGBoost,3122,2006-10-27 20:00:00,1151,1243.76
XGBoost,3122,2006-10-27 21:00:00,1025,1061.52
XGBoost,3122,2006-10-27 22:00:00,855,866.52
XGBoost,3122,2006-10-27 23:00:00,760,714.38
XGBoost,3122,2006-10-28 00:00:00,469,470.43
XGBoost,3122,2006-10-28 01:00:00,268,266.43
XGBoost,3122,2006-10-28 02:00:00,161,176.56
XGBoost,3122,2006-10-28 03:00:00,109,99.840004
XGBoost,3122,2006-10-28 04:00:00,111,120.979996
XGBoost,3122,2006-10-28 05:00:00,170,166.45
XGBoost,3122,2006-10-28 06:00:00,426,434.88998
XGBoost,3122,2006-10-28 07:00:00,740,741.61
XGBoost,3122,2006-10-28 08:00:00,1486,1421.14
XGBoost,3122,2006-10-28 09:00:00,1914,2046.4099
XGBoost,3122,2006-10-28 10:00:00,2298,2262.89
XGBoost,3122,2006-10-28 11:00:00,2667,2525.93
XGBoost,3122,2006-10-28 12:00:00,2639,2749.15
XGBoost,3122,2006-10-28 13:00:00,2657,2609.98
XGBoost,3122,2006-10-28 14:00:00,2419,2525.6
XGBoost,3122,2006-10-28 15:00:00,2299,2405.93
XGBoost,3122,2006-10-28 16:00:00,2215,2279.63
XGBoost,3122,2006-10-28 17:00:00,2268,2358.37
XGBoost,3122,2006-10-28 18:00:00,1991,2078.22
XGBoost,3122,2006-10-28 19:00:00,1520,1517.58
XGBoost,3122,2006-10-28 20:00:00,1005,1033.58
XGBoost,3122,2006-10-28 21:00:00,918,933.47
XGBoost,3122,2006-10-28 22:00:00,869,846.02
XGBoost,3122,2006-10-28 23:00:00,870,854.73
XGBoost,3122,2006-10-29 00:00:00,646,672.47
XGBoost,3122,2006-10-29 01:00:00,283,353.06
XGBoost,3122,2006-10-29 02:00:00,70,100.94
XGBoost,3122,2006-10-29 03:00:00,241,218.64
XGBoost,3122,2006-10-29 04:00:00,188,191.59
XGBoost,3122,2006-10-29 05:00:00,172,183.47
XGBoost,3122,2006-10-29 06:00:00,296,291.6
XGBoost,3122,2006-10-29 07:00:00,411,435.41998
XGBoost,3122,2006-10-29 08:00:00,734,682.41
XGBoost,3122,2006-10-29 09:00:00,1201,1189.21
XGBoost,3122,2006-10-29 10:00:00,1590,1617.05
XGBoost,3122,2006-10-29 11:00:00,1751,1899.69
XGBoost,3122,2006-10-29 12:00:00,2164,2120.82
XGBoost,3122,2006-10-29 13:00:00,2027,2108.63
XGBoost,3122,2006-10-29 14:00:00,1938,1992.59
XGBoost,3122,2006-10-29 15:00:00,2013,2016.41
XGBoost,3122,2006-10-29 16:00:00,2075,2007.1799
XGBoost,3122,2006-10-29 17:00:00,2050,2105.31
XGBoost,3122,2006-10-29 18:00:00,1587,1606.57
XGBoost,3122,2006-10-29 19:00:00,1098,1130.4299
XGBoost,3122,2006-10-29 20:00:00,893,850.16003
XGBoost,3122,2006-10-29 21:00:00,778,778.58
XGBoost,3122,2006-10-29 22:00:00,572,593.35
XGBoost,3122,2006-10-29 23:00:00,309,342.66
XGBoost,3122,2006-10-30 00:00:00,161,161.78
XGBoost,3122,2006-10-30 01:00:00,86,87.950005
XGBoost,3122,2006-10-30 02:00:00,62,58.31
XGBoost,3122,2006-10-30 03:00:00,47,57.27
XGBoost,3122,2006-10-30 04:00:00,84,99.88
XGBoost,3122,2006-10-30 05:00:00,227,222.42001
XGBoost,3122,2006-10-30 06:00:00,980,839.94
XGBoost,3122,2006-10-30 07:00:00,2463,2620.79
XGBoost,3122,2006-10-30 08:00:00,2631,2668.44
XGBoost,3122,2006-10-30 09:00:00,2326,2199.09
XGBoost,3122,2006-10-30 10:00:00,1906,1888.99
XGBoost,3122,2006-10-30 11:00:00,1904,1842.84
XGBoost,3122,2006-10-30 12:00:00,2025,2047.04
XGBoost,3122,2006-10-30 13:00:00,2013,1964.27
XGBoost,3122,2006-10-30 14:00:00,2170,2122.99
XGBoost,3122,2006-10-30 15:00:00,2668,2546.51
XGBoost,3122,2006-10-30 16:00:00,2730,2825.4
XGBoost,3122,2006-10-30 17:00:00,3036,3000.29
XGBoost,3122,2006-10-30 18:00:00,2576,2608.56
XGBoost,3122,2006-10-30 19:00:00,1569,1606.99
XGBoost,3122,2006-10-30 20:00:00,1043,1076.37
XGBoost,3122,2006-10-30 21:00:00,859,847.35
XGBoost,3122,2006-10-30 22:00:00,616,661.5
XGBoost,3122,2006-10-30 23:00:00,294,288.96
XGBoost,3122,2006-10-31 00:00:00,149,147.91
XGBoost,3122,2006-10-31 01:00:00,57,76.12
XGBoost,3122,2006-10-31 02:00:00,56,50.72
XGBoost,3122,2006-10-31 03:00:00,48,48.15
XGBoost,3122,2006-10-31 04:00:00,76,73.97
XGBoost,3122,2006-10-31 05:00:00,235,234.73999
XGBoost,3122,2006-10-31 06:00:00,1106,1007.59
XGBoost,3122,2006-10-31 07:00:00,2512,2603.58
XGBoost,3122,2006-10-31 08:00:00,2652,2667.52
XGBoost,3122,2006-10-31 09:00:00,2518,2378.5
XGBoost,3122,2006-10-31 10:00:00,2028,2101.7
XGBoost,3122,2006-10-31 11:00:00,2115,2033.2
XGBoost,3122,2006-10-31 12:00:00,2111,2114.3
XGBoost,3122,2006-10-31 13:00:00,2100,2094.1802
XGBoost,3122,2006-10-31 14:00:00,2315,2266.59
XGBoost,3122,2006-10-31 15:00:00,2686,2695.23
XGBoost,3122,2006-10-31 16:00:00,2783,2856.4102
XGBoost,3122,2006-10-31 17:00:00,3023,3069.52
XGBoost,3122,2006-10-31 18:00:00,2599,2733.3398
XGBoost,3122,2006-10-31 19:00:00,1729,1708.9299
XGBoost,3122,2006-10-31 20:00:00,1250,1256.53
XGBoost,3122,2006-10-31 21:00:00,1007,979.42
XGBoost,3122,2006-10-31 22:00:00,858,809.08
XGBoost,3122,2006-10-31 23:00:00,389,412.85
XGBoost,3126,2006-10-27 12:00:00,2159,2305.68
XGBoost,3126,2006-10-27 13:00:00,2263,2271.56
XGBoost,3126,2006-10-27 14:00:00,2355,2355.8599
XGBoost,3126,2006-10-27 15:00:00,2389,2529.25
XGBoost,3126,2006-10-27 16:00:00,2989,2954.5
XGBoost,3126,2006-10-27 17:00:00,3483,3395.82
XGBoost,3126,2006-10-27 18:00:00,3019,3066.85
XGBoost,3126,2006-10-27 19:00:00,2165,2199.24
XGBoost,3126,2006-10-27 20:00:00,1526,1564.26
XGBoost,3126,2006-10-27 21:00:00,1426,1459.21
XGBoost,3126,2006-10-27 22:00:00,1260,1209.81
XGBoost,3126,2006-10-27 23:00:00,1100,1048.39
XGBoost,3126,2006-10-28 00:00:00,650,661.05
XGBoost,3126,2006-10-28 01:00:00,439,426.69
XGBoost,3126,2006-10-28 02:00:00,244,279.22
XGBoost,3126,2006-10-28 03:00:00,158,160.32
XGBoost,3126,2006-10-28 04:00:00,197,175.31999
XGBoost,3126,2006-10-28 05:00:00,292,291.42
XGBoost,3126,2006-10-28 06:00:00,603,657.68
XGBoost,3126,2006-10-28 07:00:00,967,1005.32
XGBoost,3126,2006-10-28 08:00:00,1887,1882.4
XGBoost,3126,2006-10-28 09:00:00,2202,2305.12
XGBoost,3126,2006-10-28 10:00:00,2281,2359.48
XGBoost,3126,2006-10-28 11:00:00,2324,2478.4702
XGBoost,3126,2006-10-28 12:00:00,2373,2428.94
XGBoost,3126,2006-10-28 13:00:00,2332,2341.8599
XGBoost,3126,2006-10-28 14:00:00,2445,2419.51
XGBoost,3126,2006-10-28 15:00:00,2319,2369.39
XGBoost,3126,2006-10-28 16:00:00,2416,2454.24
XGBoost,3126,2006-10-28 17:00:00,2533,2473.95
XGBoost,3126,2006-10-28 18:00:00,2274,2314.95
XGBoost,3126,2006-10-28 19:00:00,1811,1777.42
XGBoost,3126,2006-10-28 20:00:00,1372,1404.08
XGBoost,3126,2006-10-28 21:00:00,1211,1216.04
XGBoost,3126,2006-10-28 22:00:00,1255,1217.27
XGBoost,3126,2006-10-28 23:00:00,1133,1134.09
XGBoost,3126,2006-10-29 00:00:00,993,978.45
XGBoost,3126,2006-10-29 01:00:00,500,560.8
XGBoost,3126,2006-10-29 02:00:00,272,259.24
XGBoost,3126,2006-10-29 03:00:00,362,334.19
XGBoost,3126,2006-10-29 04:00:00,298,305.07
XGBoost,3126,2006-10-29 05:00:00,261,270.16
XGBoost,3126,2006-10-29 06:00:00,393,404.29
XGBoost,3126,2006-10-29 07:00:00,611,622.73
XGBoost,3126,2006-10-29 08:00:00,946,918.88
XGBoost,3126,2006-10-29 09:00:00,1615,1544.8301
XGBoost,3126,2006-10-29 10:00:00,2050,2036.38
XGBoost,3126,2006-10-29 11:00:00,2094,2147.31
XGBoost,3126,2006-10-29 12:00:00,2437,2337.5898
XGBoost,3126,2006-10-29 13:00:00,2272,2289.47
XGBoost,3126,2006-10-29 14:00:00,2315,2319.71
XGBoost,3126,2006-10-29 15:00:00,2285,2242.97
XGBoost,3126,2006-10-29 16:00:00,2522,2373.08
XGBoost,3126,2006-10-29 17:00:00,2450,2532.08
XGBoost,3126,2006-10-29 18:00:00,2084,2047.23
XGBoost,3126,2006-10-29 19:00:00,1440,1406.02
XGBoost,3126,2006-10-29 20:00:00,1256,1230.53
XGBoost,3126,2006-10-29 21:00:00,1117,1119.34
XGBoost,3126,2006-10-29 22:00:00,889,873.25
XGBoost,3126,2006-10-29 23:00:00,546,573.43
XGBoost,3126,2006-10-30 00:00:00,270,296.29
XGBoost,3126,2006-10-30 01:00:00,132,137.19
XGBoost,3126,2006-10-30 02:00:00,95,97.55
XGBoost,3126,2006-10-30 03:00:00,58,79.380005
XGBoost,3126,2006-10-30 04:00:00,120,148.1
XGBoost,3126,2006-10-30 05:00:00,340,330.13
XGBoost,3126,2006-10-30 06:00:00,1462,1301.4
XGBoost,3126,2006-10-30 07:00:00,3044,3074.41
XGBoost,3126,2006-10-30 08:00:00,3139,3251.9102
XGBoost,3126,2006-10-30 09:00:00,2561,2483.1602
XGBoost,3126,2006-10-30 10:00:00,2237,2253.13
XGBoost,3126,2006-10-30 11:00:00,2278,2264.08
XGBoost,3126,2006-10-30 12:00:00,2282,2288.9702
XGBoost,3126,2006-10-30 13:00:00,2380,2280.32
XGBoost,3126,2006-10-30 14:00:00,2372,2456.28
XGBoost,3126,2006-10-30 15:00:00,2495,2603.8599
XGBoost,3126,2006-10-30 16:00:00,3050,2960.52
XGBoost,3126,2006-10-30 17:00:00,3465,3357.68
XGBoost,3126,2006-10-30 18:00:00,2904,2930.2002
XGBoost,3126,2006-10-30 19:00:00,1953,1897.79
XGBoost,3126,2006-10-30 20:00:00,1369,1402.59
XGBoost,3126,2006-10-30 21:00:00,1237,1216.05
XGBoost,3126,2006-10-30 22:00:00,896,944.83
XGBoost,3126,2006-10-30 23:00:00,446,481.08002
XGBoost,3126,2006-10-31 00:00:00,238,251.96
XGBoost,3126,2006-10-31 01:00:00,120,114.96
XGBoost,3126,2006-10-31 02:00:00,85,89.13
XGBoost,3126,2006-10-31 03:00:00,82,75.1
XGBoost,3126,2006-10-31 04:00:00,132,122.92
XGBoost,3126,2006-10-31 05:00:00,404,407.03
XGBoost,3126,2006-10-31 06:00:00,1613,1554.0801
XGBoost,3126,2006-10-31 07:00:00,3140,3176.54
XGBoost,3126,2006-10-31 08:00:00,3010,3196.28
XGBoost,3126,2006-10-31 09:00:00,2812,2670.1
XGBoost,3126,2006-10-31 10:00:00,2290,2330.32
XGBoost,3126,2006-10-31 11:00:00,2341,2322.12
XGBoost,3126,2006-10-31 12:00:00,2284,2328.8901
XGBoost,3126,2006-10-31 13:00:00,2417,2391.98
XGBoost,3126,2006-10-31 14:00:00,2399,2445.87
XGBoost,3126,2006-10-31 15:00:00,2590,2593.3
XGBoost,3126,2006-10-31 16:00:00,3020,3063.7002
XGBoost,3126,2006-10-31 17:00:00,3121,3326.17
XGBoost,3126,2006-10-31 18:00:00,2755,2830.44
XGBoost,3126,2006-10-31 19:00:00,2140,2109.78
XGBoost,3126,2006-10-31 20:00:00,1647,1612.68
XGBoost,3126,2006-10-31 21:00:00,1388,1381.03
XGBoost,3126,2006-10-31 22:00:00,1133,1121.65
XGBoost,3126,2006-10-31 23:00:00,553,590.16003
XGBoost,3127,2006-10-29 00:00:00,766,551.99
XGBoost,3127,2006-10-29 01:00:00,281,453.86
XGBoost,3127,2006-10-29 02:00:00,88,89.65
XGBoost,3127,2006-10-29 03:00:00,284,248.03
XGBoost,3127,2006-10-29 04:00:00,219,235.43
XGBoost,3127,2006-10-29 05:00:00,188,219.23
XGBoost,3127,2006-10-29 06:00:00,315,354.11
XGBoost,3127,2006-10-29 07:00:00,437,534.94
XGBoost,3127,2006-10-29 08:00:00,834,824.31
XGBoost,3127,2006-10-29 09:00:00,1306,1299.53
XGBoost,3127,2006-10-29 10:00:00,1771,1721.4
XGBoost,3127,2006-10-29 11:00:00,1935,1928.0
XGBoost,3127,2006-10-29 12:00:00,2200,2159.56
XGBoost,3127,2006-10-29 13:00:00,2099,2088.3
XGBoost,3127,2006-10-29 14:00:00,2107,2115.7
XGBoost,3127,2006-10-29 15:00:00,2200,2196.73
XGBoost,3127,2006-10-29 16:00:00,2175,2198.0
XGBoost,3127,2006-10-29 17:00:00,2079,2207.4
XGBoost,3127,2006-10-29 18:00:00,1785,1765.8401
XGBoost,3127,2006-10-29 19:00:00,1232,1269.29
XGBoost,3127,2006-10-29 20:00:00,1041,1005.19
XGBoost,3127,2006-10-29 21:00:00,823,835.1
XGBoost,3127,2006-10-29 22:00:00,678,634.69
XGBoost,3127,2006-10-29 23:00:00,378,379.72
XGBoost,3127,2006-10-30 00:00:00,173,189.12
XGBoost,3127,2006-10-30 01:00:00,98,91.76
XGBoost,3127,2006-10-30 02:00:00,76,73.68
XGBoost,3127,2006-10-30 03:00:00,45,61.739998
XGBoost,3127,2006-10-30 04:00:00,91,103.49
XGBoost,3127,2006-10-30 05:00:00,241,245.33
XGBoost,3127,2006-10-30 06:00:00,1124,1004.4
XGBoost,3127,2006-10-30 07:00:00,2826,2860.14
XGBoost,3127,2006-10-30 08:00:00,2984,2940.44
XGBoost,3127,2006-10-30 09:00:00,2415,2358.74
XGBoost,3127,2006-10-30 10:00:00,2091,2083.59
XGBoost,3127,2006-10-30 11:00:00,2071,2033.17
XGBoost,3127,2006-10-30 12:00:00,2212,2181.3599
XGBoost,3127,2006-10-30 13:00:00,2085,2107.87
XGBoost,3127,2006-10-30 14:00:00,2252,2248.15
XGBoost,3127,2006-10-30 15:00:00,2597,2616.2002
XGBoost,3127,2006-10-30 16:00:00,2688,2723.26
XGBoost,3127,2006-10-30 17:00:00,3014,3009.3801
XGBoost,3127,2006-10-30 18:00:00,2583,2579.31
XGBoost,3127,2006-10-30 19:00:00,1646,1690.01
XGBoost,3127,2006-10-30 20:00:00,1133,1162.9299
XGBoost,3127,2006-10-30 21:00:00,909,942.03
XGBoost,3127,2006-10-30 22:00:00,708,741.27
XGBoost,3127,2006-10-30 23:00:00,311,334.52
XGBoost,3127,2006-10-31 00:00:00,188,170.29001
XGBoost,3127,2006-10-31 01:00:00,93,100.58
XGBoost,3127,2006-10-31 02:00:00,54,62.77
XGBoost,3127,2006-10-31 03:00:00,59,48.29
XGBoost,3127,2006-10-31 04:00:00,93,86.44
XGBoost,3127,2006-10-31 05:00:00,277,290.27002
XGBoost,3127,2006-10-31 06:00:00,1268,1180.7
XGBoost,3127,2006-10-31 07:00:00,2931,2949.75
XGBoost,3127,2006-10-31 08:00:00,2935,2979.25
XGBoost,3127,2006-10-31 09:00:00,2646,2528.5898
XGBoost,3127,2006-10-31 10:00:00,2162,2214.19
XGBoost,3127,2006-10-31 11:00:00,2224,2165.05
XGBoost,3127,2006-10-31 12:00:00,2180,2223.8
XGBoost,3127,2006-10-31 13:00:00,2148,2161.81
XGBoost,3127,2006-10-31 14:00:00,2333,2312.9502
XGBoost,3127,2006-10-31 15:00:00,2575,2635.71
XGBoost,3127,2006-10-31 16:00:00,2806,2795.49
XGBoost,3127,2006-10-31 17:00:00,3038,3058.5698
XGBoost,3127,2006-10-31 18:00:00,2676,2696.1401
XGBoost,3127,2006-10-31 19:00:00,1885,1860.36
XGBoost,3127,2006-10-31 20:00:00,1349,1322.1799
XGBoost,3127,2006-10-31 21:00:00,1153,1139.97
XGBoost,3127,2006-10-31 22:00:00,871,876.44
XGBoost,3127,2006-10-31 23:00:00,426,448.23
XGBoost,3180,2006-10-27 12:00:00,1378,1358.3201
XGBoost,3180,2006-10-27 13:00:00,1282,1368.94
XGBoost,3180,2006-10-27 14:00:00,1380,1361.79
XGBoost,3180,2006-10-27 15:00:00,1850,1856.86
XGBoost,3180,2006-10-27 16:00:00,1817,1846.0
XGBoost,3180,2006-10-27 17:00:00,1986,1985.79
XGBoost,3180,2006-10-27 18:00:00,1766,1803.41
XGBoost,3180,2006-10-27 19:00:00,1383,1289.34
XGBoost,3180,2006-10-27 20:00:00,826,919.98
XGBoost,3180,2006-10-27 21:00:00,744,729.95
XGBoost,3180,2006-10-27 22:00:00,608,580.22
XGBoost,3180,2006-10-27 23:00:00,540,530.16003
XGBoost,3180,2006-10-28 00:00:00,297,298.6
XGBoost,3180,2006-10-28 01:00:00,168,168.52
XGBoost,3180,2006-10-28 02:00:00,119,118.33
XGBoost,3180,2006-10-28 03:00:00,87,84.64
XGBoost,3180,2006-10-28 04:00:00,71,78.19
XGBoost,3180,2006-10-28 05:00:00,118,114.74
XGBoost,3180,2006-10-28 06:00:00,253,290.55
XGBoost,3180,2006-10-28 07:00:00,457,442.86002
XGBoost,3180,2006-10-28 08:00:00,972,923.65
XGBoost,3180,2006-10-28 09:00:00,1398,1352.49
XGBoost,3180,2006-10-28 10:00:00,1512,1502.1
XGBoost,3180,2006-10-28 11:00:00,1708,1596.48
XGBoost,3180,2006-10-28 12:00:00,1783,1757.8
XGBoost,3180,2006-10-28 13:00:00,1580,1728.67
XGBoost,3180,2006-10-28 14:00:00,1453,1314.73
XGBoost,3180,2006-10-28 15:00:00,1526,1571.04
XGBoost,3180,2006-10-28 16:00:00,1516,1512.8401
XGBoost,3180,2006-10-28 17:00:00,1490,1512.5
XGBoost,3180,2006-10-28 18:00:00,1414,1410.29
XGBoost,3180,2006-10-28 19:00:00,959,1066.55
XGBoost,3180,2006-10-28 20:00:00,632,586.83997
XGBoost,3180,2006-10-28 21:00:00,595,636.33997
XGBoost,3180,2006-10-28 22:00:00,578,591.93
XGBoost,3180,2006-10-28 23:00:00,601,583.39
XGBoost,3180,2006-10-29 00:00:00,421,421.02
XGBoost,3180,2006-10-29 01:00:00,210,257.54
XGBoost,3180,2006-10-29 02:00:00,105,118.12
XGBoost,3180,2006-10-29 03:00:00,168,124.5
XGBoost,3180,2006-10-29 04:00:00,117,138.7
XGBoost,3180,2006-10-29 05:00:00,112,109.09
XGBoost,3180,2006-10-29 06:00:00,135,158.03
XGBoost,3180,2006-10-29 07:00:00,205,223.56
XGBoost,3180,2006-10-29 08:00:00,417,391.61
XGBoost,3180,2006-10-29 09:00:00,855,785.16003
XGBoost,3180,2006-10-29 10:00:00,913,1063.12
XGBoost,3180,2006-10-29 11:00:00,1102,1124.26
XGBoost,3180,2006-10-29 12:00:00,1348,1342.9199
XGBoost,3180,2006-10-29 13:00:00,1295,1314.3
XGBoost,3180,2006-10-29 14:00:00,1255,1240.59
XGBoost,3180,2006-10-29 15:00:00,1332,1338.3
XGBoost,3180,2006-10-29 16:00:00,1376,1347.9299
XGBoost,3180,2006-10-29 17:00:00,1314,1332.78
XGBoost,3180,2006-10-29 18:00:00,1056,1075.88
XGBoost,3180,2006-10-29 19:00:00,683,722.58
XGBoost,3180,2006-10-29 20:00:00,625,547.12
XGBoost,3180,2006-10-29 21:00:00,498,538.95996
XGBoost,3180,2006-10-29 22:00:00,342,350.57
XGBoost,3180,2006-10-29 23:00:00,222,223.71
XGBoost,3180,2006-10-30 00:00:00,129,132.27
XGBoost,3180,2006-10-30 01:00:00,78,79.090004
XGBoost,3180,2006-10-30 02:00:00,43,52.42
XGBoost,3180,2006-10-30 03:00:00,32,48.84
XGBoost,3180,2006-10-30 04:00:00,51,67.96
XGBoost,3180,2006-10-30 05:00:00,113,121.77
XGBoost,3180,2006-10-30 06:00:00,448,358.28
XGBoost,3180,2006-10-30 07:00:00,1499,1512.21
XGBoost,3180,2006-10-30 08:00:00,2311,2281.47
XGBoost,3180,2006-10-30 09:00:00,1378,1574.4299
XGBoost,3180,2006-10-30 10:00:00,1254,1170.78
XGBoost,3180,2006-10-30 11:00:00,1290,1240.81
XGBoost,3180,2006-10-30 12:00:00,1247,1337.81
XGBoost,3180,2006-10-30 13:00:00,1309,1282.54
XGBoost,3180,2006-10-30 14:00:00,1416,1393.1599
XGBoost,3180,2006-10-30 15:00:00,1906,1820.31
XGBoost,3180,2006-10-30 16:00:00,1907,1947.59
XGBoost,3180,2006-10-30 17:00:00,2030,2018.5701
XGBoost,3180,2006-10-30 18:00:00,1729,1693.46
XGBoost,3180,2006-10-30 19:00:00,1150,1139.75
XGBoost,3180,2006-10-30 20:00:00,805,777.54004
XGBoost,3180,2006-10-30 21:00:00,619,622.49
XGBoost,3180,2006-10-30 22:00:00,489,478.14
XGBoost,3180,2006-10-30 23:00:00,273,268.88
XGBoost,3180,2006-10-31 00:00:00,136,133.91
XGBoost,3180,2006-10-31 01:00:00,61,68.98
XGBoost,3180,2006-10-31 02:00:00,34,41.85
XGBoost,3180,2006-10-31 03:00:00,28,36.809998
XGBoost,3180,2006-10-31 04:00:00,53,57.13
XGBoost,3180,2006-10-31 05:00:00,123,130.79
XGBoost,3180,2006-10-31 06:00:00,502,455.7
XGBoost,3180,2006-10-31 07:00:00,1634,1580.02
XGBoost,3180,2006-10-31 08:00:00,2359,2340.3901
XGBoost,3180,2006-10-31 09:00:00,1461,1633.24
XGBoost,3180,2006-10-31 10:00:00,1278,1271.72
XGBoost,3180,2006-10-31 11:00:00,1318,1311.88
XGBoost,3180,2006-10-31 12:00:00,1374,1318.88
XGBoost,3180,2006-10-31 13:00:00,1305,1337.24
XGBoost,3180,2006-10-31 14:00:00,1467,1438.4199
XGBoost,3180,2006-10-31 15:00:00,1840,1884.67
XGBoost,3180,2006-10-31 16:00:00,1945,1970.51
XGBoost,3180,2006-10-31 17:00:00,2078,2105.75
XGBoost,3180,2006-10-31 18:00:00,1755,1793.25
XGBoost,3180,2006-10-31 19:00:00,1144,1178.69
XGBoost,3180,2006-10-31 20:00:00,895,883.23
XGBoost,3180,2006-10-31 21:00:00,736,743.79
XGBoost,3180,2006-10-31 22:00:00,496,524.43
XGBoost,3180,2006-10-31 23:00:00,248,272.87
XGBoost,3662,2006-10-27 12:00:00,2676,2648.14
XGBoost,3662,2006-10-27 13:00:00,2561,2564.72
XGBoost,3662,2006-10-27 14:00:00,2666,2595.1602
XGBoost,3662,2006-10-27 15:00:00,2958,3058.68
XGBoost,3662,2006-10-27 16:00:00,3141,3087.68
XGBoost,3662,2006-10-27 17:00:00,3402,3395.93
XGBoost,3662,2006-10-27 18:00:00,3191,3291.17
XGBoost,3662,2006-10-27 19:00:00,2402,2360.83
XGBoost,3662,2006-10-27 20:00:00,1654,1729.96
XGBoost,3662,2006-10-27 21:00:00,1335,1420.9401
XGBoost,3662,2006-10-27 22:00:00,1182,1159.22
XGBoost,3662,2006-10-27 23:00:00,947,957.39
XGBoost,3662,2006-10-28 00:00:00,721,686.37
XGBoost,3662,2006-10-28 01:00:00,466,475.48
XGBoost,3662,2006-10-28 02:00:00,320,304.64
XGBoost,3662,2006-10-28 03:00:00,259,271.08
XGBoost,3662,2006-10-28 04:00:00,240,203.54
XGBoost,3662,2006-10-28 05:00:00,377,398.39
XGBoost,3662,2006-10-28 06:00:00,677,757.87
XGBoost,3662,2006-10-28 07:00:00,1145,1156.9199
XGBoost,3662,2006-10-28 08:00:00,1815,1859.16
XGBoost,3662,2006-10-28 09:00:00,2381,2444.1099
XGBoost,3662,2006-10-28 10:00:00,2747,2670.6
XGBoost,3662,2006-10-28 11:00:00,2725,2804.36
XGBoost,3662,2006-10-28 12:00:00,2798,2848.8599
XGBoost,3662,2006-10-28 13:00:00,2787,2779.85
XGBoost,3662,2006-10-28 14:00:00,2773,2766.3599
XGBoost,3662,2006-10-28 15:00:00,2545,2649.8599
XGBoost,3662,2006-10-28 16:00:00,2587,2532.65
XGBoost,3662,2006-10-28 17:00:00,2551,2650.48
XGBoost,3662,2006-10-28 18:00:00,2439,2415.75
XGBoost,3662,2006-10-28 19:00:00,1988,1979.0701
XGBoost,3662,2006-10-28 20:00:00,1487,1505.91
